carat,cut,color,clarity,depth,table,x,y,z
0.71,Premium,E,SI1,60.1,62,5.79,5.73,3.47
0.93,Premium,D,SI2,60.2,62,6.44,6.41,3.77
0.71,Very Good,F,VS2,60.6,59,5.78,5.77,3.5
1.55,Premium,H,VS2,60.4,60,7.49,7.54,4.52
0.7,Ideal,I,VVS2,62.5,54,5.66,5.7,3.5
0.41,Very Good,E,SI1,61.5,58,4.74,4.77,2.91
1.01,Very Good,E,SI2,60,60,6.48,6.55,3.89
1.5,Very Good,F,SI2,63.1,57,7.28,7.26,4.6
0.3,Ideal,H,SI1,62.1,56,4.28,4.31,2.66
1,Ideal,G,VS1,62.9,57,6.37,6.42,4.02
0.3,Premium,F,SI2,61.7,61,4.28,4.23,2.63
1.21,Good,I,VS2,62.7,59,6.72,6.76,4.22
0.51,Premium,D,VS2,62.7,59,5.08,5.04,3.18
0.53,Ideal,G,VS2,61.2,56,5.22,5.26,3.2
1.06,Ideal,G,VVS2,62.5,56,6.51,6.44,4.06
0.53,Very Good,E,VS2,60.1,56,5.22,5.26,3.16
0.51,Ideal,D,VS1,62.2,55,5.15,5.15,3.2
1.5,Premium,F,VS2,61.3,58,7.37,7.36,4.49
0.75,Very Good,F,SI2,60.5,59,5.9,5.94,3.57
1.31,Premium,I,VS2,60,58,7.14,7.09,4.3
0.32,Very Good,E,VS2,62,58,4.37,4.36,2.72
0.9,Good,H,SI1,62.1,61,6.04,6.11,3.79
0.41,Ideal,J,VS1,61.6,57,4.75,4.79,2.94
1.63,Ideal,F,SI1,63,54,7.54,7.55,4.72
1,Premium,F,SI2,62.9,56,6.41,6.32,3.99
0.32,Ideal,J,VVS1,62.3,56,4.36,4.38,2.73
1.21,Premium,G,VS1,62.7,58,6.79,6.77,4.24
0.32,Ideal,E,VVS2,62.4,55,4.4,4.38,2.74
0.9,Ideal,E,VS2,62.1,55,6.17,6.2,3.84
1.21,Very Good,H,SI1,62.4,60,6.78,6.78,4.22
0.3,Ideal,G,SI1,62.3,56,4.27,4.3,2.66
0.55,Ideal,H,SI1,62.2,54,5.21,5.27,3.27
0.41,Premium,G,VVS1,59.9,59,4.83,4.88,2.89
0.42,Ideal,F,VVS2,61.7,57,4.78,4.82,2.97
1.01,Good,D,SI2,61.5,61,6.38,6.47,3.93
1.01,Ideal,G,VS2,61.7,56,6.43,6.46,3.98
1,Premium,G,VVS1,62.8,58,6.43,6.36,4.02
0.32,Ideal,D,VS2,61.7,55,4.41,4.42,2.73
1.52,Very Good,I,SI2,63.5,61,7.19,7.16,4.49
0.31,Ideal,G,IF,62.7,57,4.34,4.37,2.71
0.34,Ideal,D,VS2,61.4,57,4.55,4.48,2.77
0.7,Good,J,VS2,61.5,65,5.56,5.61,3.45
0.31,Premium,G,VVS2,61.5,62,4.39,4.34,2.69
0.56,Good,H,VVS2,62.5,64,5.19,5.25,3.29
0.31,Ideal,G,IF,62.2,55,4.35,4.38,2.7
0.78,Premium,F,SI1,62.3,58,5.87,5.8,3.65
0.45,Very Good,G,VS1,60.9,59,4.94,4.96,3.01
0.7,Ideal,I,VS2,62.8,57,5.64,5.7,3.56
0.5,Very Good,F,VS2,60.8,63,5.09,5.06,3.1
0.38,Very Good,H,VS2,61.2,55,4.7,4.76,2.87
0.9,Premium,I,SI1,59.6,60,6.37,6.33,3.75
0.74,Premium,G,SI2,61,56,5.83,5.78,3.56
0.7,Very Good,G,VS1,60.5,60,5.77,5.84,3.5
0.4,Ideal,E,VS1,62,54,4.83,4.78,2.94
0.9,Good,D,SI2,63.8,58,6.14,6.04,3.91
1.5,Premium,H,I1,61.4,58,7.32,7.26,4.5
0.28,Very Good,E,VS2,62,60,4.18,4.21,2.61
0.4,Ideal,E,SI2,61.8,53,4.72,4.76,2.94
0.36,Ideal,I,IF,60.8,57,4.59,4.56,2.8
1.08,Ideal,H,VVS1,61.8,55,6.58,6.64,4.06
0.42,Premium,E,SI2,58.5,61,4.9,4.96,2.86
0.53,Very Good,F,SI1,62.9,56,5.12,5.08,3.24
2.03,Good,I,SI1,57.9,63,8.3,8.25,4.84
1.58,Ideal,E,VS2,60.5,57,7.55,7.62,4.56
1.05,Ideal,H,SI2,60.6,56,6.6,6.59,3.97
1.01,Good,G,VVS2,63.2,60.1,6.32,6.35,4.01
0.33,Good,I,SI1,63.2,58,4.38,4.42,2.76
1.3,Fair,H,SI2,64.9,60,6.9,6.86,4.5
2.02,Premium,J,SI2,60.4,58,8.26,8.06,4.95
1.86,Premium,G,SI1,59.7,60,7.98,8.06,4.8
0.23,Very Good,E,VVS2,61.9,58,3.9,3.94,2.44
0.24,Good,F,VVS1,58,60,4.09,4.13,2.4
1.58,Very Good,H,SI2,58.7,63,7.73,7.55,4.45
1.19,Ideal,E,SI2,61.3,58,6.86,6.88,4.18
1.01,Premium,G,VVS2,63,59,6.37,6.34,4.01
1.25,Premium,G,SI2,58,59,7.16,7.03,4.06
0.36,Ideal,G,VVS2,62.3,56,4.57,4.53,2.86
1.53,Very Good,J,VS1,59.5,60,7.61,7.67,4.49
1.06,Ideal,F,SI1,61.7,55,6.53,6.59,4.03
1.55,Very Good,H,SI1,61.3,56,7.39,7.42,4.56
0.9,Good,G,SI2,63.6,61,6.02,6.08,3.85
0.35,Ideal,G,VVS2,61,57,4.53,4.58,2.79
1.6,Ideal,F,SI2,62.8,55,7.46,7.54,4.66
0.52,Ideal,E,VVS2,61.3,56,5.2,5.22,3.19
1.27,Premium,G,VVS2,61,60,6.95,6.99,4.26
0.7,Fair,I,VVS2,64.7,59,5.46,5.49,3.58
1.51,Ideal,G,SI2,61.5,57,7.34,7.26,4.54
0.55,Ideal,D,VS2,60.2,57,5.26,5.36,3.18
2.01,Premium,I,SI2,62.6,59,8.02,7.97,4.99
0.7,Premium,E,SI1,61.9,59,5.67,5.77,3.5
0.34,Very Good,E,SI1,62.9,59,4.43,4.48,2.8
0.31,Ideal,D,VS2,60.7,56,4.4,4.38,2.66
0.35,Ideal,F,VS2,61.9,55,4.54,4.52,2.81
0.24,Ideal,G,SI1,61.8,54,4,4.02,2.48
1.01,Very Good,I,VS1,61.7,57,6.53,6.57,3.99
1.06,Premium,H,VS2,61.1,58,6.58,6.52,3.99
1.03,Ideal,E,SI2,62.5,56,6.45,6.48,4.05
0.55,Very Good,D,SI2,62.5,57,5.23,5.26,3.25
1.51,Very Good,E,VS1,59.5,59,7.51,7.56,4.46
1.2,Good,F,SI2,59,61,6.99,6.9,4.11
0.7,Fair,G,SI1,65.2,57,5.58,5.54,3.63
1.22,Premium,H,VS1,60.8,60,6.84,6.88,4.17
0.51,Ideal,F,VS2,61.6,56,5.13,5.18,3.17
0.41,Good,H,VVS1,63.1,64,4.66,4.71,2.94
1.22,Premium,G,VS1,61.6,61,6.83,6.91,4.15
0.33,Very Good,D,SI1,60,60,4.47,4.45,2.69
0.34,Ideal,H,VVS1,62,55,4.46,4.46,2.77
0.32,Very Good,D,VS1,63.7,58,4.38,4.42,2.76
0.42,Ideal,G,VS1,61.2,56,4.84,4.8,2.97
0.3,Premium,H,IF,60.5,60,4.31,4.26,2.61
0.5,Premium,E,SI1,62.3,58,5.05,5.03,3.16
0.55,Very Good,D,VS2,61.4,61,5.26,5.3,3.24
0.58,Fair,F,SI2,65.2,56,5.2,5.09,3.41
0.7,Ideal,F,SI2,65,53,5.6,5.6,3.63
0.92,Premium,J,SI1,61.5,58,6.26,6.2,3.86
0.43,Ideal,F,VVS1,61.5,59,4.86,4.89,2.98
0.7,Good,E,SI1,57.8,61,5.78,5.74,3.37
1.5,Premium,I,SI2,61.3,59,7.38,7.32,4.51
1.01,Premium,I,SI2,59.6,62,6.55,6.58,3.89
0.71,Ideal,D,VS2,61.2,57,5.75,5.79,3.53
1.3,Fair,I,SI2,59.2,63,7.14,6.95,4.18
0.7,Very Good,G,VVS2,60.8,59,5.74,5.78,3.47
1,Very Good,D,SI2,60.5,63,6.44,6.47,3.91
0.72,Ideal,D,SI2,61.8,56,5.78,5.78,3.55
1.18,Premium,I,VS2,59.3,62,6.65,6.67,4.08
0.27,Very Good,D,VS2,63,58,4.11,4.15,2.58
1.23,Premium,D,SI2,58,59,7.01,6.95,4.09
0.3,Ideal,F,IF,62.3,57,4.25,4.28,2.66
1.89,Good,J,VS1,63.8,56,7.81,7.88,4.94
0.3,Very Good,J,VS1,61.1,61,4.3,4.32,2.63
0.34,Ideal,G,VVS1,62.1,57,4.45,4.46,2.77
0.3,Premium,G,SI1,61.6,59,4.27,4.28,2.64
1.02,Very Good,H,VS2,59.9,59,6.51,6.6,3.88
2.01,Good,J,SI1,64.1,58,8.05,7.96,5.09
1.01,Very Good,F,SI2,60,58,6.54,6.6,3.92
1.55,Premium,H,VS2,60.4,61,7.47,7.56,4.5
1.04,Ideal,E,SI2,60.3,57,6.55,6.55,3.96
1.29,Very Good,F,SI2,62,58,6.92,7.01,4.31
0.42,Ideal,E,VVS1,60.7,57,4.87,4.88,2.96
0.32,Ideal,I,VS2,62.2,57,4.37,4.35,2.72
0.32,Ideal,H,VS1,62.1,55,4.42,4.39,2.75
0.33,Ideal,G,VS1,61.9,55,4.43,4.46,2.74
1.11,Ideal,D,SI2,61.3,55,6.67,6.73,4.11
0.53,Very Good,E,SI1,61.6,58,5.16,5.22,3.2
0.72,Ideal,F,VS2,61.3,56,5.77,5.84,3.54
1.13,Premium,H,VS2,60.6,58,6.78,6.78,4.11
0.52,Ideal,E,VS2,61.7,56,5.16,5.19,3.18
0.9,Very Good,D,SI1,63.4,57,6.08,6.13,3.83
0.7,Premium,H,SI1,59,57,5.74,5.75,3.43
1.1,Ideal,H,VS2,62.7,57,6.64,6.58,4.14
0.32,Premium,I,VVS2,62.1,59,4.37,4.4,2.72
1.2,Premium,F,SI2,62.7,61,6.74,6.7,4.22
1,Very Good,F,VS2,63.2,57,6.29,6.34,4.01
0.3,Premium,D,VS2,62,59,4.29,4.31,2.67
0.33,Good,E,SI1,63.4,55,4.38,4.38,2.8
0.75,Ideal,F,SI2,61.1,57,5.88,5.92,3.63
1.03,Very Good,F,SI2,61.1,58,6.49,6.45,3.99
0.7,Ideal,E,VS2,62.1,54,5.68,5.72,3.54
0.93,Ideal,J,VS1,61.9,56,6.24,6.19,3.89
1,Premium,G,VS2,61.6,58,6.39,6.36,3.93
0.52,Very Good,E,VVS2,61.8,55,5.16,5.19,3.21
1.07,Ideal,G,VS1,62.2,57,6.58,6.56,4.08
1,Premium,F,VS2,61.3,61,6.37,6.33,3.9
2.35,Premium,I,SI2,58.7,59,8.81,8.75,5.09
0.41,Ideal,F,VVS2,60.6,58,4.8,4.84,2.92
1.01,Good,F,SI2,63.8,58,6.3,6.37,4.03
2.66,Good,F,SI2,63.8,58,8.71,8.76,5.58
1,Ideal,E,SI1,62.7,57,6.35,6.39,3.99
0.31,Very Good,E,SI2,61.8,59,4.37,4.4,2.68
1.52,Ideal,G,SI1,60.1,57,7.52,7.5,4.51
0.41,Very Good,E,VS2,63.5,57,4.69,4.74,2.98
1.12,Ideal,G,VS1,61.7,56,6.7,6.76,4.14
1.17,Premium,H,SI1,62.4,57,6.76,6.71,4.24
1.02,Very Good,I,VS1,62.2,59,6.37,6.42,4
0.44,Good,G,SI2,57.7,61,5.08,4.78,2.86
1.21,Very Good,I,SI1,61.2,58,6.83,6.77,4.19
1.27,Ideal,H,SI1,59.8,54,7.08,7.05,4.19
0.33,Good,F,VVS1,63.5,58,4.38,4.43,2.8
0.3,Very Good,G,VVS2,62.9,55,4.25,4.28,2.68
0.7,Very Good,G,VVS2,63.8,60,5.6,5.5,3.58
1.63,Ideal,E,SI2,62.7,53,7.58,7.57,4.74
1.01,Premium,J,VVS2,61.3,59,6.48,6.42,3.96
0.74,Very Good,E,VS1,60.9,57,5.85,5.91,3.56
0.7,Premium,F,SI1,60.8,59,5.74,5.68,3.5
0.71,Ideal,I,VS1,61.3,56,5.73,5.78,3.52
0.41,Premium,G,SI1,60.3,62,4.83,4.79,2.89
0.57,Ideal,E,SI1,62.2,56,5.32,5.31,3.32
0.73,Very Good,E,SI1,58.6,57,5.92,5.96,3.47
0.7,Very Good,E,SI2,62.6,58,5.65,5.7,3.55
0.39,Premium,G,SI1,62.4,59,4.69,4.66,2.93
0.3,Ideal,E,VVS2,61.9,57,4.32,4.36,2.68
0.52,Ideal,H,SI1,61.7,55,5.17,5.21,3.19
0.43,Ideal,E,VS2,61.9,56,4.88,4.89,3
0.73,Ideal,J,SI1,61.6,55,5.77,5.8,3.56
1.2,Very Good,H,SI2,61.9,59,6.78,6.85,4.22
0.43,Ideal,H,SI1,62.4,56,4.84,4.86,3.01
1.33,Very Good,I,SI2,62.4,58,6.98,7.02,4.36
1,Good,G,VS2,56.7,63,6.65,6.53,3.7
1.74,Ideal,I,VVS2,62,56,7.74,7.66,4.78
0.51,Premium,D,SI1,62.2,58,5.12,5.09,3.17
0.56,Ideal,G,VVS2,61.4,55,5.34,5.37,3.28
0.31,Premium,I,VS2,59.8,60,4.44,4.44,2.63
0.72,Ideal,H,VVS1,62.2,57,5.72,5.74,3.57
0.69,Premium,H,SI1,62,59,5.65,5.6,3.49
0.7,Ideal,E,VS2,60.8,57,5.76,5.79,3.5
0.73,Ideal,G,SI1,61.7,57,5.78,5.82,3.57
0.32,Premium,I,SI1,62.9,59,4.38,4.38,2.73
0.7,Very Good,H,SI2,63.1,58,5.6,5.62,3.54
0.51,Ideal,G,VS1,62.1,54,5.15,5.17,3.21
0.79,Very Good,D,SI2,59.2,63,6.03,6.06,3.59
1.01,Good,D,SI1,63.9,60,6.32,6.28,4.05
0.5,Premium,F,VVS2,63,59,5.04,5.01,3.15
1.23,Ideal,J,SI1,62.2,58,6.87,6.89,4.28
0.23,Very Good,F,VVS1,60.7,58,3.95,4,2.41
0.9,Fair,D,SI1,66.4,56,6.04,5.99,3.95
0.52,Premium,G,SI1,62.1,58,5.13,5.08,3.19
0.32,Premium,I,SI1,60.1,58,4.4,4.44,2.66
0.52,Premium,E,VS2,62.5,60,5.12,5.07,3.2
0.33,Ideal,G,SI2,62.9,56,4.43,4.41,2.78
0.31,Ideal,G,VS2,62.7,54,4.36,4.38,2.74
1,Ideal,E,SI1,63,57,6.32,6.37,3.99
0.35,Very Good,E,VVS1,61.8,58,4.55,4.57,2.81
0.32,Ideal,F,VVS2,60.8,56,4.45,4.42,2.72
1.05,Ideal,F,VVS2,62.2,56.6,6.48,6.54,4.04
1.01,Premium,G,SI2,59.5,59,6.59,6.52,3.92
0.4,Ideal,F,VS2,62,59,4.74,4.68,2.94
0.54,Premium,E,VS1,61.3,58,5.28,5.26,3.23
0.3,Ideal,F,VVS1,62.2,54,4.3,4.33,2.68
1,Very Good,I,VS1,59.3,56,6.57,6.52,3.88
0.4,Ideal,G,SI1,62.5,53,4.75,4.79,2.96
0.41,Very Good,F,IF,62.9,55,4.72,4.72,2.97
1.02,Very Good,D,VS1,58.3,59,6.64,6.68,3.88
0.34,Very Good,F,VS2,62.4,57,4.42,4.44,2.77
0.71,Ideal,G,VS1,61.7,55,5.71,5.75,3.52
0.71,Ideal,G,SI1,61.4,55,5.75,5.79,3.55
0.38,Ideal,E,SI2,61.8,56,4.64,4.67,2.87
1.16,Premium,F,SI2,62.4,58,6.71,6.64,4.15
0.7,Ideal,E,VVS2,62.3,53.4,5.66,5.69,3.54
1.26,Premium,D,SI2,61.9,59,6.94,6.97,4.28
0.56,Very Good,E,SI1,59.6,57,5.43,5.46,3.22
0.3,Premium,E,VVS2,60.1,59,4.35,4.28,2.62
0.5,Ideal,H,SI2,62.3,55,5.11,5.15,3.19
0.31,Ideal,G,VS1,62.7,57,4.35,4.33,2.71
0.45,Premium,I,IF,60.1,59,4.96,4.93,3
0.46,Good,F,VVS1,63.3,57,4.86,4.83,3.08
1.24,Very Good,H,SI2,63.3,57,6.87,6.82,4.32
2.01,Very Good,H,I1,63.3,56,7.86,7.82,4.95
0.33,Ideal,H,VVS1,61.8,55,4.44,4.47,2.76
1.25,Ideal,F,VVS2,62.3,55,6.91,6.86,4.29
2.05,Ideal,J,VS2,62.2,56,8.06,8.14,5.11
0.23,Very Good,D,VVS1,61.3,58,3.95,4.01,2.43
0.24,Very Good,D,VS1,62.2,58,3.95,3.98,2.46
0.7,Premium,G,SI1,62,59,5.67,5.74,3.49
1.51,Premium,F,SI1,63,58,7.3,7.28,4.6
1.71,Good,J,SI1,64.1,57,7.55,7.48,4.83
0.31,Ideal,E,VS1,61.6,54,4.34,4.35,2.69
0.32,Very Good,D,SI2,62.6,61,4.33,4.35,2.74
0.5,Good,G,VVS2,62.3,64,5.08,5.04,3.16
0.3,Very Good,D,SI1,61.3,62,4.28,4.31,2.6
0.71,Very Good,F,VS1,60.1,60,5.8,5.82,3.46
0.39,Premium,E,VVS2,60.7,60,4.73,4.75,2.87
1.07,Ideal,H,VVS1,62.1,57,6.48,6.52,4.04
0.46,Good,I,VS2,63.7,62,4.84,4.9,3.08
0.9,Ideal,J,VS2,62.5,56,6.15,6.18,3.87
0.52,Premium,D,SI1,58.7,57,5.28,5.23,3.16
1.5,Very Good,F,SI1,63,55,7.28,7.31,4.6
0.59,Very Good,D,VVS2,61.5,61,5.43,5.46,3.34
0.71,Very Good,J,IF,63,61,5.62,5.69,3.56
1.57,Premium,D,SI1,61.6,58,7.47,7.43,4.61
0.3,Very Good,F,VS2,58.8,58,4.38,4.41,2.64
1.5,Premium,F,VS1,62.3,58,7.25,7.29,4.5
0.33,Very Good,F,VVS1,62,56,4.46,4.48,2.77
0.71,Very Good,G,VS2,61.8,62,5.68,5.75,3.53
1.09,Ideal,H,SI1,61.1,57,6.69,6.62,4.1
1.12,Very Good,H,SI1,60.8,63,6.67,6.71,4.09
1.34,Premium,G,VVS2,62.7,58,7.02,6.99,4.38
0.41,Premium,D,SI1,60.5,62,4.8,4.8,2.92
1.01,Fair,G,VS2,64.5,58,6.23,6.18,4
0.41,Ideal,F,VS1,62,57,4.76,4.76,2.95
1.12,Premium,I,SI1,62.8,59,6.63,6.56,4.12
2.07,Ideal,H,SI1,62,56,8.15,8.16,5.05
2.06,Premium,G,SI2,61.7,58,8.18,8.09,5.04
0.35,Ideal,F,VS2,62.1,54,4.53,4.55,2.81
1.07,Ideal,E,SI2,62.5,57,6.59,6.54,4.1
0.7,Premium,F,SI1,61.9,61,5.7,5.73,3.5
0.71,Ideal,F,SI2,61.2,55,5.71,5.79,3.52
0.8,Ideal,G,VS2,62.6,58,5.94,5.99,3.7
0.31,Ideal,F,VS1,61.2,56,4.38,4.33,2.68
0.3,Ideal,E,IF,61.3,58,4.26,4.29,2.64
1.73,Good,E,VS1,63.6,57,7.65,7.55,4.82
2.17,Premium,J,SI2,62.2,58,8.32,8.29,5.16
1.5,Very Good,G,VS2,61.1,56,7.37,7.42,4.5
0.3,Ideal,E,VS2,62.3,57,4.26,4.29,2.66
0.31,Ideal,E,IF,60.5,60,4.36,4.33,2.63
1.52,Very Good,I,SI1,62.8,59,7.3,7.35,4.6
1.71,Good,E,SI1,63.8,56,7.61,7.58,4.82
0.76,Premium,E,SI1,62.9,58,5.79,5.76,3.65
1.22,Ideal,H,SI2,61,57,6.89,6.94,4.21
0.24,Very Good,G,VVS1,63,55,3.94,3.96,2.49
0.6,Ideal,H,VS1,61.9,55,5.45,5.48,3.36
0.71,Good,J,VS2,63.2,58,5.64,5.58,3.55
0.71,Ideal,E,VS2,59.5,57,5.86,5.8,3.46
0.55,Ideal,H,VVS2,61.9,54,5.26,5.28,3.29
0.3,Good,H,VVS1,63.1,57,4.29,4.3,2.7
1.23,Very Good,H,SI1,63,57,6.84,6.88,4.3
0.52,Ideal,E,SI2,61,56,5.2,5.23,3.17
1.23,Ideal,D,VVS1,61.6,56,6.96,6.91,4.26
0.4,Ideal,G,VS1,62.4,56,4.73,4.7,2.95
0.27,Very Good,E,VVS1,62.6,58,4.11,4.14,2.59
1.59,Ideal,F,VVS2,61.3,55,7.54,7.5,4.64
1.36,Ideal,F,VVS1,61.3,59,7.25,7.09,4.36
1.45,Fair,F,VS1,64.5,54,7.01,6.97,4.54
1,Very Good,F,VS1,61.6,58,6.43,6.44,3.94
0.31,Ideal,G,SI1,61.7,55,4.38,4.38,2.7
1.32,Ideal,G,VS1,62.6,56,7.02,7.04,4.38
1.14,Premium,G,VS2,60,55,6.78,6.78,4.07
1.01,Ideal,E,SI2,61.9,55,6.41,6.5,4.01
0.41,Ideal,E,VVS1,61,55,4.83,4.8,2.93
0.37,Premium,F,SI1,61.6,58,4.64,4.66,2.85
0.34,Ideal,D,SI1,61.3,56,4.5,4.51,2.76
1.01,Ideal,F,VS2,60.3,55,6.56,6.48,3.94
0.32,Very Good,G,SI1,63,58,4.33,4.37,2.74
1.01,Ideal,D,SI2,61.6,56,6.45,6.5,4.01
1.3,Ideal,H,VS2,61.8,54,7.03,6.99,4.35
1.02,Good,J,VS2,60.8,63,6.47,6.5,3.91
0.7,Ideal,E,SI2,62,57,5.68,5.7,3.51
0.7,Premium,H,VS2,62.2,61,5.7,5.65,3.55
0.71,Ideal,F,SI1,62.7,57,5.73,5.75,3.59
0.65,Ideal,D,SI1,61.9,55,5.59,5.53,3.46
0.31,Ideal,F,VVS1,62,54,4.36,4.39,2.71
1.5,Premium,I,IF,61.1,58,7.37,7.31,4.5
0.38,Ideal,E,SI1,61.4,56,4.67,4.7,2.87
0.7,Very Good,H,VVS2,63.5,57,5.65,5.57,3.59
0.72,Premium,D,SI2,61.3,58,5.81,5.76,3.55
0.51,Very Good,G,VS1,62.4,60,5.07,5.13,3.16
0.27,Good,F,VVS1,63.7,60,4.1,4.14,2.57
0.72,Premium,E,SI2,59.3,59,5.88,5.8,3.49
1.65,Premium,H,VS2,62.4,59,7.65,7.54,4.73
2.23,Premium,J,SI2,61.8,58,8.4,8.35,5.17
0.31,Ideal,I,VS2,61,57,4.38,4.43,2.68
1.03,Very Good,E,SI1,59.4,57,6.54,6.58,3.88
0.41,Ideal,E,VS1,61.4,55,4.82,4.78,2.95
0.7,Very Good,E,VS2,62.4,57,5.64,5.67,3.53
0.52,Very Good,G,VVS2,61.2,58,5.18,5.24,3.19
0.73,Very Good,E,VS1,62.3,53.4,5.7,5.74,3.57
1.01,Good,F,SI2,63.6,59,6.38,6.31,4.02
0.71,Very Good,J,VS2,62.8,58,5.64,5.7,3.55
1.29,Ideal,J,SI1,61.5,55,6.99,7.05,4.33
0.43,Ideal,F,VVS2,61.5,55,4.87,4.9,3.01
0.24,Very Good,E,VVS2,62.2,60,3.98,4,2.49
0.41,Premium,G,VS1,61.5,58,4.8,4.75,2.94
0.5,Very Good,F,VS1,58.8,60,5.19,5.2,3.06
1.03,Ideal,I,SI1,62.2,55,6.47,6.45,4.04
0.84,Very Good,D,SI1,62.9,57,5.97,5.96,3.8
1.64,Premium,G,I1,62,60,7.59,7.54,4.67
1.33,Ideal,H,SI1,62.7,56,7.05,7.05,4.39
1.35,Ideal,G,VVS2,62,55,7.06,7.1,4.34
0.4,Ideal,E,VVS2,61.5,55,4.77,4.79,2.95
2.31,Premium,I,SI2,60.6,58,8.55,8.49,5.2
0.24,Very Good,F,VVS2,61.9,56,3.98,4.01,2.47
0.72,Ideal,H,VVS2,61.7,55,5.74,5.77,3.56
0.33,Ideal,E,VS2,62.5,55,4.41,4.45,2.75
0.5,Premium,E,VS2,63,58,5.04,5.01,3.18
0.3,Ideal,F,VS2,61.6,55,4.33,4.32,2.67
1.5,Very Good,H,VS2,62,60,7.24,7.29,4.53
1.5,Premium,E,SI2,61,58,7.36,7.31,4.47
0.34,Ideal,J,VS1,61.9,54.3,4.49,4.53,2.8
0.35,Very Good,E,VS2,60.2,58,4.57,4.6,2.73
0.32,Ideal,G,IF,61.9,56,4.45,4.4,2.72
1.15,Very Good,H,SI2,59.6,62,6.78,6.8,4.05
0.9,Good,J,SI2,63.9,55,6.17,6.1,3.92
0.71,Very Good,H,SI1,62.4,56,5.64,5.74,3.55
2.01,Premium,H,SI2,60.8,53,8.07,7.99,4.94
1.12,Premium,F,VS2,61.1,57,6.71,6.68,4.09
0.3,Premium,D,SI1,59.7,59,4.38,4.35,2.6
1.5,Ideal,F,SI1,62.4,57,7.27,7.33,4.55
1.21,Ideal,G,VS2,62.1,57,6.78,6.84,4.23
0.38,Good,D,SI1,60.3,63,4.64,4.68,2.83
0.52,Ideal,D,SI1,61.5,57,5.18,5.22,3.18
1.5,Fair,E,SI1,64.8,58,7.09,7.03,4.57
2.04,Very Good,D,SI2,63.7,61,7.91,7.83,5.04
1.01,Very Good,E,SI2,63.3,58,6.38,6.3,4.01
1.55,Ideal,H,SI1,62.6,56,7.37,7.43,4.61
0.71,Very Good,E,SI1,60,56,5.86,5.9,3.51
0.71,Ideal,I,SI1,62,55,5.71,5.76,3.55
0.84,Very Good,D,VS1,60.1,58,6.09,6.12,3.66
0.54,Ideal,G,VVS2,61.4,59,5.22,5.27,3.21
1.01,Premium,E,SI1,59.9,58,6.6,6.53,3.95
1.71,Ideal,G,VS2,61.9,56,7.73,7.67,4.73
1.04,Ideal,J,SI1,61.1,58,6.54,6.55,4
0.51,Ideal,D,VS2,59.2,57,5.25,5.24,3.08
0.24,Good,F,VS1,60.2,64,4.01,4.05,2.44
0.56,Ideal,F,VVS2,61.1,57,5.33,5.35,3.27
0.44,Premium,G,SI1,60.9,60,4.97,4.96,3.01
0.73,Ideal,G,SI1,62,57,5.71,5.79,3.57
0.66,Ideal,H,SI1,62.1,55,5.56,5.59,3.46
0.56,Premium,G,VS1,61.2,57,5.3,5.29,3.26
0.45,Ideal,F,SI2,61.4,56,4.91,4.95,3.05
0.54,Ideal,E,VVS1,61.5,54,5.28,5.28,3.24
2.04,Ideal,G,SI2,63.5,54,8.1,8.09,5.13
0.7,Premium,F,SI1,61.9,59,5.76,5.72,3.53
0.3,Very Good,D,SI1,62.6,56,4.24,4.29,2.66
1.32,Premium,I,SI1,62.5,57,7.03,6.95,4.37
0.38,Very Good,E,VS2,59.2,58,4.72,4.76,2.83
0.3,Ideal,D,VVS1,61.3,57,4.33,4.35,2.66
1.01,Good,H,SI1,60.6,56,6.49,6.53,3.94
1.09,Very Good,G,VS2,62.1,58,6.55,6.6,4.07
0.52,Very Good,H,SI1,63.1,55,5.15,5.12,3.23
1.5,Very Good,I,SI1,60.4,63,7.35,7.32,4.45
0.5,Premium,G,VS2,61.3,60,5.12,5.08,3.14
0.3,Very Good,E,VVS2,61.1,60,4.29,4.32,2.64
0.27,Ideal,H,IF,62,57,4.14,4.23,2.57
1.2,Premium,J,SI1,61.5,59,6.87,6.89,4.21
0.7,Very Good,F,VVS2,60.5,59,5.7,5.73,3.45
0.33,Premium,E,SI1,59.6,58,4.49,4.54,2.7
0.7,Premium,H,VS1,61.9,59,5.64,5.62,3.47
0.32,Ideal,H,VVS1,62.1,53,4.4,4.42,2.73
0.9,Good,G,SI2,62.7,58,6.01,6.27,3.79
0.9,Ideal,I,VS1,61.3,57,6.13,6.2,3.74
1,Premium,I,VS2,62.2,57,6.43,6.39,3.99
0.52,Ideal,G,VVS1,61.6,57,5.15,5.21,3.19
0.42,Ideal,E,VS2,62.3,55,4.79,4.83,2.99
0.3,Very Good,G,VS1,60.3,62,4.3,4.34,2.58
0.41,Very Good,F,VVS2,60.9,57,4.84,4.85,2.93
0.42,Very Good,H,SI1,63.2,58,4.77,4.76,3.02
1.03,Ideal,G,VS2,62,55,6.54,6.48,4.04
0.7,Very Good,D,VS1,60.3,58,5.73,5.75,3.47
0.4,Good,G,SI1,63.9,57,4.66,4.7,2.98
0.71,Very Good,F,SI2,59.2,58,5.78,5.79,3.48
0.3,Premium,G,VS1,62.4,59,4.27,4.23,2.66
0.9,Very Good,E,SI1,62.3,63,6.13,6.14,3.83
